0.0429059;0.059523;0.102733;0.0494501;0.0452243;0.0423995;0.0416745;0.0502107;0.0488866;0.0789561;0.16223;0.0805108;0.195296;
0.0412149;0.0596911;0.11416;0.0484871;0.0439338;0.0409367;0.0399328;0.0489536;0.0475337;0.0817962;0.211798;0.0818095;0.139753;
0.0423192;0.0608319;0.128893;0.0484434;0.0435467;0.0403656;0.0408565;0.0513753;0.0496839;0.094719;0.127449;0.0947384;0.176778;
0.0117293;0.0171912;0.0312106;0.0141196;0.0128517;0.0120108;0.0113891;0.0159004;0.0166082;0.0318419;0.0530786;0.0348862;0.737182;
0.0330503;0.0449217;0.0935486;0.0358874;0.0328244;0.0304159;0.0318627;0.0515278;0.0548848;0.183044;0.0618417;0.235323;0.110868;
0.0332479;0.0451622;0.0938105;0.0360966;0.0330211;0.0306019;0.0320552;0.0517857;0.0551498;0.182703;0.0621177;0.234247;0.110002;
0.0183491;0.0251051;0.0657944;0.0193189;0.018201;0.0166451;0.0175749;0.0319333;0.0341435;0.46935;0.0372211;0.212119;0.0342449;
0.0362615;0.0541678;0.189808;0.0402409;0.035952;0.0327168;0.0346462;0.0499623;0.0486998;0.166954;0.0868273;0.164872;0.0588913;
0.0350363;0.0550926;0.297445;0.0395043;0.0347126;0.0313565;0.033352;0.0466305;0.0425056;0.130529;0.0964615;0.10855;0.0488233;
0.0965703;0.0573465;0.105315;0.0770332;0.0950502;0.0803909;0.0888733;0.0516129;0.0483796;0.0926049;0.0721824;0.0850072;0.0496341;
0.143809;0.0653967;0.0478482;0.107491;0.16676;0.116625;0.143283;0.0292613;0.0278437;0.044149;0.0373749;0.0417581;0.0283988;
1;0;0;0;0;0;0;0;0;0;0;0;0;
0.0362175;0.0362401;0.017025;0.0799288;0.239054;0.432944;0.0907499;0.00949093;0.00911193;0.0130998;0.0134281;0.0125622;0.0101479;
0;1;0;0;0;0;0;0;0;0;0;0;0;
0.0388469;0.0497476;0.100901;0.0399412;0.0385721;0.0356505;0.0374037;0.139219;0.11605;0.150301;0.067854;0.129497;0.0560154;
0;0;1;0;0;0;0;0;0;0;0;0;0;
0.0441193;0.064809;0.118343;0.0531623;0.0483634;0.0451834;0.0428337;0.0517692;0.049471;0.0798796;0.203096;0.0754663;0.123504;
0.0482537;0.0631946;0.0993827;0.0537211;0.0496143;0.0468235;0.0469806;0.0556827;0.0543515;0.0830124;0.139838;0.0854072;0.173738;
0.0453702;0.0603096;0.100094;0.0505744;0.0464356;0.0436505;0.0440855;0.0529704;0.0515954;0.0825363;0.133905;0.0852549;0.203218;
0.0478242;0.0607484;0.0890486;0.0526456;0.0490343;0.046545;0.0466858;0.0560024;0.0577377;0.0865636;0.116457;0.0908803;0.199827;
0;0;0;1;0;0;0;0;0;0;0;0;0;
0;0;0;0;1;0;0;0;0;0;0;0;0;
0;0;0;0;0;1;0;0;0;0;0;0;0;
0;0;0;0;0;0;1;0;0;0;0;0;0;
0.256464;0.0451489;0.0342434;0.0665236;0.0900679;0.097859;0.254484;0.0222322;0.021255;0.0319654;0.0276527;0.0304645;0.0216388;
0.149082;0.065335;0.0575052;0.101052;0.144744;0.108253;0.128264;0.0340332;0.032305;0.05271;0.0440905;0.0496441;0.0329807;
0.192364;0.0636983;0.0565696;0.0946668;0.129405;0.100618;0.116681;0.0344084;0.032728;0.0521399;0.0440528;0.0492819;0.0333858;
0;0;0;0;0;0;0;1;0;0;0;0;0;
0;0;0;0;0;0;0;0;1;0;0;0;0;
0;0;0;0;0;0;0;0;0;1;0;0;0;
0.0387456;0.0527419;0.151834;0.0400753;0.0384141;0.0349505;0.037016;0.0705724;0.0628491;0.188275;0.0803401;0.151303;0.0528829;
0.0325001;0.0445754;0.135596;0.0336395;0.0322164;0.0292571;0.0310205;0.0503552;0.0488969;0.259786;0.06893;0.184202;0.0490239;
0.035885;0.0499311;0.170511;0.0371932;0.0355597;0.0321808;0.0341914;0.0506373;0.0492481;0.213154;0.0795361;0.161893;0.0500803;
0.038102;0.0543016;0.234192;0.0395783;0.037736;0.0339569;0.0362004;0.051394;0.0466242;0.159404;0.0911575;0.128915;0.0484379;
0.0308042;0.0527207;0.373422;0.0372342;0.0320378;0.0288939;0.029368;0.040574;0.0371214;0.105668;0.0962132;0.0895077;0.0464358;
0.0225831;0.042816;0.517355;0.0296465;0.0253425;0.0227657;0.0215662;0.0294107;0.0272069;0.0761165;0.0827833;0.0649996;0.0374084;
0.0285545;0.0524778;0.368874;0.0370763;0.031906;0.0287772;0.0273122;0.0367949;0.0373042;0.1138;0.0956705;0.0952231;0.0462287;
0;0;0;0;0;0;0;0;0;0;1;0;0;
0.0124698;0.0208114;0.0586712;0.0158562;0.0140138;0.0128497;0.012017;0.0153103;0.0144296;0.0284748;0.724761;0.0260614;0.0442739;
0.0346326;0.0544473;0.121508;0.0429638;0.0384823;0.0355881;0.0334869;0.0416484;0.0395042;0.0707274;0.321647;0.065781;0.0995832;
0.042296;0.0649715;0.124054;0.0527943;0.0478432;0.0445834;0.0410554;0.0496884;0.0474657;0.077003;0.229476;0.0726989;0.106071;
0.0449682;0.0630692;0.110343;0.0522319;0.0477057;0.0446865;0.0436681;0.0526916;0.0512901;0.0832774;0.177591;0.0832891;0.145188;
0.0428379;0.0610126;0.111247;0.0500641;0.0455508;0.0425595;0.0415539;0.0505244;0.0491222;0.0819803;0.190478;0.0819927;0.151076;
0.0425059;0.0595478;0.115394;0.0482411;0.0436633;0.0406555;0.0411214;0.0509521;0.0493908;0.0885993;0.168229;0.0886151;0.163085;
0.0359003;0.0594316;0.28464;0.0429675;0.037267;0.0337736;0.0343025;0.0465837;0.0428447;0.11039;0.101846;0.109386;0.0606672;
0.0365035;0.0588562;0.225637;0.0433413;0.0378344;0.0344242;0.0349423;0.0481098;0.0469931;0.13451;0.0963369;0.13322;0.069291;
0.0233505;0.0327985;0.0791352;0.0255524;0.0231766;0.0213361;0.0224389;0.0383347;0.0412291;0.218673;0.0474104;0.370295;0.0562693;
0;0;0;0;0;0;0;0;0;0;0;1;0;
0.0352415;0.04743;0.0949566;0.0381763;0.0350072;0.0325038;0.0340089;0.0541096;0.0574762;0.173466;0.0644241;0.214685;0.118514;
0.0351532;0.0470045;0.0917849;0.0380209;0.0349239;0.03247;0.033946;0.0534344;0.0566579;0.161112;0.0727138;0.195381;0.147398;
0.0354978;0.0471443;0.0897646;0.0383305;0.0352709;0.0328389;0.0343026;0.0533974;0.0565152;0.151714;0.0782768;0.180668;0.166279;
0.0360703;0.0475568;0.0882053;0.0388795;0.0358448;0.0334243;0.034882;0.0536553;0.0566783;0.143672;0.0829082;0.168239;0.179985;
0.0364618;0.0484741;0.0926429;0.0393812;0.036228;0.0337228;0.0352304;0.0549337;0.058157;0.157438;0.0741364;0.187966;0.145228;
0.0397299;0.0567091;0.117136;0.0453733;0.0408631;0.0379241;0.0383781;0.050217;0.0526859;0.111711;0.0891777;0.125039;0.195056;
0.0425175;0.0622018;0.140998;0.0489528;0.0438014;0.0404802;0.0409914;0.0532147;0.0522325;0.108222;0.101957;0.108248;0.156183;
0.0357914;0.0468677;0.0848825;0.0385142;0.0355724;0.0332183;0.0346368;0.0526875;0.0555568;0.13396;0.0885539;0.154734;0.205024;
0.0323027;0.0416953;0.0719862;0.0346368;0.0321143;0.0300817;0.031308;0.0465237;0.0488778;0.107144;0.0992731;0.12085;0.303207;
0.0346818;0.0452614;0.0810342;0.0372892;0.0344719;0.0322138;0.0335749;0.0507916;0.0535109;0.126022;0.0924185;0.144674;0.234056;
0.0355404;0.0469663;0.0878282;0.0383299;0.0353167;0.0329158;0.0343614;0.0530542;0.0560775;0.144684;0.0823914;0.170282;0.182252;
0.0274185;0.0351888;0.0588974;0.0294479;0.0272646;0.0255999;0.0266052;0.0388417;0.0406966;0.083608;0.0892899;0.0929305;0.424211;
0.033878;0.0428882;0.0775165;0.0352599;0.0336642;0.0313709;0.0327516;0.0539903;0.05863;0.179436;0.0642647;0.223188;0.133163;
0;0;0;0;0;0;0;0;0;0;0;0;1;
0.0285358;0.0388264;0.0687565;0.0320663;0.0292539;0.0273816;0.0276729;0.0350075;0.0364761;0.066423;0.10206;0.0720509;0.435489;
0.036283;0.0499066;0.0912774;0.0409237;0.0372242;0.0347733;0.035154;0.0430975;0.0426852;0.0745432;0.109209;0.0802409;0.324682;
0.0395931;0.0550662;0.10424;0.0448254;0.0406511;0.0378994;0.0383261;0.0472898;0.0458712;0.0809337;0.110098;0.0809476;0.274259;
0.0404931;0.0559753;0.103951;0.0457496;0.0415577;0.0387869;0.039217;0.048218;0.0467977;0.0814417;0.119687;0.0814553;0.256669;
0.0414137;0.056801;0.102993;0.0466651;0.0424796;0.0397032;0.0401346;0.0491214;0.0477088;0.0815953;0.133256;0.0816084;0.23652;
0.0421292;0.0573644;0.101804;0.0473536;0.0431917;0.0404218;0.0408527;0.0497883;0.0483888;0.0814554;0.145521;0.081468;0.220261;
0.0421041;0.0589356;0.104154;0.0486968;0.0444344;0.0415958;0.0408687;0.0494661;0.0481274;0.0790076;0.170078;0.0790191;0.193512;
0.0420215;0.0597783;0.108637;0.0490867;0.0446748;0.0417492;0.0407655;0.0495365;0.0481662;0.0802111;0.185047;0.0802231;0.170103;
0.0439084;0.0607662;0.104222;0.0505572;0.0462653;0.0433934;0.0426559;0.0513291;0.0499852;0.0803775;0.163175;0.0803886;0.182976;
0.0439187;0.0615973;0.107768;0.051013;0.0465923;0.0436437;0.042649;0.0514619;0.0500932;0.081334;0.173447;0.0813454;0.165137;
0.044969;0.0621881;0.104967;0.0519372;0.0476044;0.0446972;0.0437134;0.0523755;0.0510382;0.0808515;0.160873;0.0808621;0.173923;
0.0445788;0.0611943;0.10281;0.0511643;0.0469181;0.0440668;0.0433334;0.0519262;0.0505994;0.0801883;0.156619;0.0816879;0.184913;
0.0422436;0.057098;0.0992076;0.0473621;0.0432866;0.0405652;0.0409891;0.0497387;0.0483733;0.0801469;0.13865;0.0830476;0.229291;
0.0416342;0.0566077;0.100035;0.0467738;0.0426799;0.0399535;0.0403777;0.0491673;0.0477916;0.0801957;0.127507;0.0831952;0.244081;
0.0431198;0.0581934;0.100676;0.048319;0.0441797;0.0414137;0.0418446;0.0507312;0.0493455;0.0814917;0.126639;0.0844159;0.22963;
0.0441078;0.0597011;0.100245;0.0499226;0.0457821;0.0430015;0.0428596;0.0514908;0.0501552;0.0801958;0.1526;0.082834;0.197104;
0.0456536;0.0605405;0.099052;0.0509473;0.0468484;0.0440832;0.0443853;0.0531283;0.0517796;0.0817495;0.145959;0.0843454;0.191528;
0.0466974;0.0615417;0.099105;0.0519971;0.0478955;0.0451206;0.0454241;0.0541737;0.0528281;0.0823759;0.14329;0.084901;0.18465;
0.0490785;0.0646179;0.100372;0.0551105;0.0509697;0.0481491;0.0478176;0.0564007;0.0550931;0.0828252;0.139316;0.085103;0.165146;
0.0499444;0.0651075;0.0997058;0.0557401;0.051638;0.0488358;0.0486815;0.0572581;0.0559546;0.0833619;0.136297;0.0855912;0.161885;
0.0492692;0.0640934;0.0991908;0.054717;0.0506275;0.0478398;0.0479969;0.0566651;0.0553434;0.0834534;0.137126;0.0857698;0.167908;
0.0487712;0.0627243;0.0945278;0.053936;0.050063;0.0474088;0.0475586;0.0557723;0.0556133;0.0828645;0.12708;0.0869165;0.186764;
0.0469395;0.0598978;0.0886915;0.0517597;0.0481477;0.0456633;0.0458038;0.0551256;0.0568686;0.0861398;0.11714;0.0905753;0.207248;
0.0484912;0.0613766;0.0892744;0.0533088;0.0497015;0.0472108;0.0473518;0.0566556;0.0583832;0.086842;0.115885;0.0910652;0.194454;
0.0503674;0.0646944;0.0954455;0.0559624;0.052081;0.0494092;0.0491655;0.0572594;0.0571037;0.0831832;0.125609;0.0869617;0.172758;
0.0500135;0.063837;0.0945789;0.0551547;0.0513021;0.0486525;0.0488023;0.0569758;0.0568182;0.0834263;0.124987;0.0873166;0.178135;
0.0493176;0.0632189;0.0945659;0.0544739;0.0506085;0.0479554;0.0481053;0.0563042;0.0561457;0.0831242;0.126172;0.0871063;0.182902;
0.0497337;0.0641833;0.0960941;0.0552911;0.051362;0.0486658;0.048517;0.0567396;0.0560348;0.0823583;0.128327;0.0862114;0.176482;
0.0503018;0.0645828;0.095607;0.0558118;0.0519185;0.0492405;0.0490925;0.0572443;0.0568364;0.0829527;0.126245;0.0867448;0.173422;
0.0499195;0.070084;0.109309;0.0597075;0.0551953;0.0521241;0.0487061;0.056898;0.0548438;0.0794357;0.152401;0.0761856;0.13519;
